['[CLS]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[0.04188194237747593, 0.04020898714941508, 0.03386976290682075, 0.03755713132022203, 0.03833598757695725, 0.03544263972116636, 0.04023794218125106, 0.03518230134040292, 0.040111754789579956, 0.03384563933195716, 0.04014430353984092, 0.03726251598159286, 0.03372686522334784, 0.03555006104144173, 0.039550438932907335, 0.04024417160822474, 0.034254824621672314, 0.03691721154938263, 0.039508144624658986, 0.1032357045096863, 0.03375569798288529, 0.03600304883283954, 0.07064414533996496, 0.042528777516306064]
['[CLS]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[0.04155705481022166, 0.0387014428142873, 0.04014941780409879, 0.03757434634956417, 0.039051068175407516, 0.03478881298774451, 0.038806122464914265, 0.03966781813351547, 0.03489195891154137, 0.03980533576804531, 0.039843729118035034, 0.03418307148772204, 0.0381979428645168, 0.03508498138149304, 0.0329060234370298, 0.10792232596868198, 0.06769747993736233, 0.0385140044117566, 0.034872056265394635, 0.035828730408500965, 0.03811333101834771, 0.03345102250255236, 0.0361952297147854, 0.042196693264480965]
['[CLS]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[0.05959870982164774, 0.053466489645702865, 0.049124852031786716, 0.053217724044625554, 0.052907504625524245, 0.05011876203716785, 0.05222588607485273, 0.05687623860278971, 0.04959051258533056, 0.05675370730449552, 0.04857524031442371, 0.05654143032356139, 0.04971599867393288, 0.05676877054075096, 0.04588233320326455, 0.10064697442151015, 0.047005664200770056, 0.06098320154786289]
['[CLS]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[0.11248080929020068, 0.079390339030575, 0.08733282741084145, 0.08885356457285101, 0.42159845543696556, 0.0927391324303696, 0.1176048718281967]
['[CLS]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[0.06179729980743884, 0.05196184268434059, 0.05829177357805063, 0.0529428050671501, 0.050436027264240686, 0.19521284742092918, 0.05120419759499057, 0.055581946421703644, 0.04740813638092345, 0.056365612040667014, 0.10127721354637265, 0.05441729180519856, 0.04785299107404608, 0.052188030341895036, 0.06306198497205301]
['[CLS]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[0.044431766657753904, 0.07445671800147838, 0.033713478050327754, 0.07588425772130034, 0.03794939401544032, 0.03469855943553178, 0.08166881224010931, 0.0419370334241214, 0.040593889475409164, 0.03742289398769951, 0.0346436773418975, 0.11487854155064614, 0.04263020895731973, 0.037264269356762206, 0.03530224980077647, 0.03927816785609065, 0.14815584317549965, 0.045090238951835754]
['[CLS]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[0.07271813565471111, 0.05834258492590032, 0.06659401071718062, 0.17767268203788356, 0.06013647449460979, 0.05350902134875693, 0.06931476258179711, 0.061418441939953605, 0.060367020625938676, 0.0683202567888843, 0.05705259750948028, 0.06185505190107223, 0.05825718992991556, 0.07444176954391596]
['[CLS]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[0.07757762787591409, 0.06925983394134874, 0.11451064065367403, 0.06962949802294972, 0.06558487280439615, 0.061529971215226804, 0.06924900576936881, 0.0733079008833151, 0.059187754619373964, 0.06348639463126943, 0.13073272556668514, 0.06670812819453578, 0.07923564582194223]
['[CLS]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[0.041280372738257, 0.03986584126590538, 0.10515053757495288, 0.03760074045375488, 0.0394456079445519, 0.03457557017739638, 0.14416442033319846, 0.03308387596356741, 0.034377287114189865, 0.039333850940415034, 0.035250052984806074, 0.04022442072069939, 0.03724482371965609, 0.04018840271000655, 0.0336854761726542, 0.035816475024326, 0.040175215947040134, 0.03446209981355024, 0.03479999049028671, 0.03726900231393309, 0.04026316988133544, 0.04174276571551689]
['[CLS]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[0.0469496342409395, 0.0811686998112567, 0.03886551570082473, 0.04543494088550643, 0.037102248185702465, 0.043305650116448886, 0.043609166054975716, 0.044552083293535744, 0.04033710831800685, 0.04025078167942816, 0.03800042813204884, 0.1196427613977866, 0.04478042533197809, 0.08466419823030057, 0.04551579852224505, 0.039213790094169455, 0.03727703300315181, 0.04378065582313397, 0.03798139762119406, 0.04756768355736638]
['[CLS]', 'the', 'film', 'often', 'achieves', 'a', 'mesmerizing', 'poetry', '[SEP]']	[0.09028783327348994, 0.07057843047346918, 0.07712595458111625, 0.0776057085768222, 0.15116213312800508, 0.07025863760905261, 0.29220224265822525, 0.07782716854826119, 0.09295189115155834]
['[CLS]', 'a', 'work', 'of', 'astonishing', 'delicacy', 'and', 'force', '[SEP]']	[0.10783499379102514, 0.0876303530684712, 0.08611319809252072, 0.08647860372544384, 0.08858005237007979, 0.2585542234916274, 0.0889071654841081, 0.08333722990326006, 0.11256418007346386]
['[CLS]', 'for', 'the', 'most', 'part', 'the', 'ingredients', 'are', 'there', '[SEP]']	[0.11640315932075951, 0.09061063266094822, 0.08904540370688367, 0.10030430278779616, 0.09632898448386781, 0.08980375722475692, 0.10314574513788485, 0.09873693060048772, 0.09416621182306509, 0.12145487225355003]
['[CLS]', 'but', 'if', '[SEP]']	[0.2926421906109651, 0.2009687639667118, 0.1894884281424401, 0.31690061727988306]
['[CLS]', 'the', 'acting', 'is', 'stiff', 'the', 'story', 'lacks', 'all', 'trace', 'of', 'wit', 'the', 'sets', 'look', 'like', 'they', 'were', 'borrowed', 'from', '[SEP]']	[0.05342685666075984, 0.04128179970071959, 0.04715419087772349, 0.04714477378930464, 0.0495106497713094, 0.0418913595998785, 0.051278417026072, 0.0513443600568665, 0.04278619179959536, 0.048070483201638016, 0.04394864244791484, 0.04682732347214908, 0.0423532084837985, 0.04863874030080383, 0.050942913121547494, 0.05138878039789839, 0.0456008162116028, 0.047744848842992085, 0.05145760328463742, 0.04272967352639895, 0.0544783674263893]
['[CLS]', 'this', 'version', 'moves', 'beyond', 'the', '[SEP]']	[0.16768740403902754, 0.12616844554259846, 0.13828375490257594, 0.1305511679399191, 0.1369035175527416, 0.12403014118247387, 0.1763755688406635]
['[CLS]', 'a', 'first-class', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire', 'beloved', 'genres', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film', '[SEP]']	[0.04492213262960073, 0.03558305310456393, 0.11135067337023775, 0.04162342549242799, 0.043717759711320366, 0.03421726455095794, 0.04370505248396394, 0.03823719789215619, 0.042423440934131584, 0.04373575921963934, 0.03499768233748476, 0.08184175156356588, 0.042220772937850225, 0.04374063694002243, 0.0359622399421111, 0.040393228577315636, 0.04134231446657053, 0.03803440432676342, 0.03645863116065313, 0.040484815860293705, 0.039465089150487076, 0.04554267334788235]
