['[CLR]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[3.8773081116378307, 8.834543775767088, 3.717043665237725, 7.028738796710968, 9.495891809463501, 5.785721953958273, 8.540754698216915, 3.0007407907396555, 7.461588390171528, 3.1192699018865824, 7.767017513513565, 4.200117211788893, 5.3953071385622025, 4.43451976031065, 9.19184435158968, 6.537991423159838, 2.804042711853981, 4.576302148401737, 7.51451813429594, 21.005695044994354, 3.0347593128681183, 6.284705422818661, 14.442150000482798, 5.787374030798674]
['[CLR]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[3.693286783993244, 6.368120074272156, 6.984784591943026, 6.331680107861757, 10.222939766943455, 3.3404187317937613, 3.890302749350667, 6.079161515459418, 6.761210974305868, 6.589624390006065, 7.011860404163599, 2.6778205614537, 4.872515734285116, 2.3902285154908895, 2.3459018021821976, 13.367464117705822, 9.044213097542524, 9.459460131824017, 2.987257272005081, 3.397408554330468, 3.993207462131977, 2.9551873710006475, 9.485641539096832, 5.404710303992033]
['[CLR]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[3.6866399198770523, 10.050347581505775, 5.418981559574604, 8.19033133983612, 5.906721867620945, 3.3060761466622353, 4.401325143873692, 8.705885589122772, 4.040914129465818, 4.07153233140707, 3.1448258496820927, 7.992793470621109, 4.656728975474834, 10.138129815459251, 3.1288967803120613, 14.811910644173622, 4.680584520101547, 6.1291171088814735]
['[CLR]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[2.258678801357746, 3.355028308928013, 4.67422841489315, 1.9926323182880878, 18.59652403742075, 4.241934418678284, 3.2386682629585266]
['[CLR]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[3.3040181323885918, 7.955549918115139, 6.025420144200325, 4.391124576330185, 2.2875480353832245, 22.743097212165594, 4.214003175497055, 6.606964275240898, 2.254205245524645, 7.728510431945324, 12.534419286996126, 3.688375260680914, 2.490212433040142, 6.244876243174076, 6.802251823246479]
['[CLR]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[3.794403251260519, 13.558421894907951, 3.4576845336705446, 12.923320982605219, 3.1638843212276697, 3.061236023902893, 12.365957956761122, 8.561215601861477, 11.562025435268879, 2.663163447752595, 2.6167783346027136, 15.10873719677329, 8.614480383694172, 2.4469551518559456, 2.9167698938399553, 6.152893133461475, 26.372793052345514, 5.097294602543116]
['[CLR]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[2.946260191500187, 1.6662664003670216, 4.827235788106918, 15.599262665957212, 3.714779309928417, 3.828878365457058, 7.023086443543434, 1.9500101618468761, 2.641151115298271, 8.041776694357395, 3.69413173571229, 8.93920974433422, 6.135895870625973, 5.296904489398003]
['[CLR]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[2.345404639840126, 5.080611541867256, 8.44880524277687, 3.7298962771892548, 3.252253159880638, 2.5997578352689743, 5.8722086399793625, 7.419876039028168, 3.1915752589702606, 3.0143199637532234, 12.81901616230607, 5.161475770175457, 4.691099479794502]
['[CLR]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[3.963908299803734, 4.285709412768483, 22.503683120012283, 9.456078801304102, 5.66882373765111, 4.470463782548904, 23.158040335401893, 3.8980357088148594, 3.2388788647949696, 11.221745878458023, 3.714233595877886, 3.9110116343945265, 4.147665208205581, 5.282729180529714, 3.522869545966387, 8.040269646793604, 11.393017999827862, 4.625970993191004, 3.4883207492530346, 6.436946909874678, 10.7541993111372, 6.260324742645025]
['[CLR]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[4.109320007264614, 12.388626873493195, 5.033502794802189, 8.737973339855671, 4.77508682757616, 10.30782812088728, 3.895171046257019, 7.437508262693882, 7.066391795873642, 5.042387720197439, 4.589585095643997, 20.06851377338171, 11.877957984805107, 14.155523903667927, 11.436361640691757, 5.280237838625908, 4.560042280703783, 7.22527202963829, 6.495948266237974, 7.677935563027859]
